indice,text,repostCount,replyCount,link,image,createdAt,depressive
1539,"YOUR ""HEAR ME OUT"" CANNOT BE A CONVENTIONALLY ATTRACTIVE CHARACTER! YES this applies to anthropomorphized animal characters. No one needs to hear you out about Nick Wilde or Judy Hopps.",1,1,0,0,2024-11-13T18:35:04.133Z,0
243,"binding of isaac professionals, a question...

how do i make myself not want to kill myself when i get The Haunt as a boss? 🤔

sincerely,
me",2,5,0,0,2025-01-07T19:59:51.386Z,0
1708,"If I dont **** someones **** in the next 10 minutes, I think I might die.",0,1,0,0,2025-02-27T21:49:43.263Z,0
3036,Chronic pain is the worst and I wanna die right now,0,0,0,0,2025-01-14T09:27:17.772Z,0
1575,"No one needs me, and that is quite nice",0,0,0,0,2024-09-10T00:10:08.035Z,0
2287,"I keep having reflexive thoughts that assume that I'm dying soon - ""I'll miss them"" or ""2026 - but I'm not making it there""
this isn't how my suicidal urges have ever expressed themselves, it's new, and I feel closer to an attempt than I ever have (I handed off my potential-overdose meds)",0,1,0,0,2025-02-25T04:01:45.186Z,0
813,"Week one:
The hunger, oh my god the hunger.
I'm not eating more than usual, and I am sated quickly, but food tastes so good! 

Also my sweet tooth has gone away? 

Also mood has improved, the studies about it helping with major depressive disorder are on to something. Worth it just for the mood.",0,1,0,0,2025-02-28T04:04:18.750Z,0
2022,"It being the 12th World Trigger anniversary has reminded me I haven't read it for so long, really makes me wonder if it will ever be like it was before and if this arc has gone on so long because of the mangaka's health. The current arc is already like 49 chapters long of strategizing/tests.",0,1,0,0,2025-02-09T11:46:31.503Z,0
2074,"CW: suicide mention

I do wonder sometimes whether I should content warning even when the content warning is just as intense as the content itself. Like if I were to mention suicidal thoughts in this post",0,1,0,0,2023-09-19T11:41:21.248Z,0
983,"I think the mass protest should be at our gold reserve #FortKnox. i mean MUSK claiming they “don’t even know if it’s there” which likely means when they remove it, and then gonna say “it was gone.”As F Elon said “that’s your gold.” - notice he didn’t include himself.
#fortknox #protest #mintpolice ?",4,1,0,0,2025-02-25T03:07:13.439Z,0
960,oats love them with a little milk and butter sugar if you want sweetener in times long gone it was called gruel and served plain nothing on it i guess if thats what you ate everyday like that it could be called gruel,0,0,0,0,2024-09-10T16:17:28.408Z,0
2537,"Seeing this (from MoPOP, Seattle) called cringe. But I’ve heard anecdotally from clinicians that “unalive” and “kms” are is use, in earnest, irl, in treatment and assessment encounters.

The more versatile language we have to discuss suicidal thoughts, the freer we are.",0,0,0,1,2024-08-09T23:38:30.427Z,0
2731,Ok I wanna test the rebirth system so I'm bringing Lucas back already since he was the first to die. Yuki and Damir are about to have another surprise baby 🤣,1,0,0,0,2025-01-21T20:09:48.535Z,0
459,"yess i love people with ""mixed sect"" conditions. like we're still beholden to our unique powers but have to do so by being like ""see? anyone can do this!"". at least thats what mine is like lol. 

really shows the burden of a strong planet too",1,1,0,0,2025-02-28T21:46:19.578Z,0
3077,I am SO OVER these 100+ degree days. And it's not even burning off the humidity--we get both and I wanna die.,0,0,0,0,2023-08-14T00:42:30.345Z,0
2470,Diagnosed Anxiety and Depression be keeping the thoughts on loop!!,0,1,0,0,2024-11-19T02:41:31.644Z,0
1515,"(2/3)
Pretending to never get horny or pent up? Oh please, you're not fooling 𝘢𝘯𝘺𝘰𝘯𝘦. I see through your facade. You're in heat~ 💋

Go ahead then, join the rest of them! Become nothing more than another mess gooning themselves silly~ It'll feel utterly euphoric to finally let loose those pretenses~",2,1,0,0,2025-02-27T05:33:16.647Z,0
3272,"My husband asked me what I want done with my body in the event of my death…

Him: We really need to talk about this. Do you know what you w ant done with your body if you die? Cremation, burial?

Me: I wanna be a diamond!! Idc the quality as long as I sparkle 🥰

Him: 🤨😑",0,2,0,0,2024-09-18T15:23:35.646Z,0
1706,"I don't love Chow backing down on Ontario Place but on the other hand, I invite Ford to immediately ruin the Gardiner like everything else he touches",0,0,0,0,2023-11-27T20:22:41.174Z,0
2347,"They sounds clearly suïcidal, only logical conclusion that they are not thoughts??

(I think your GP is stupid - i am very sorry you didn't get more help)",0,1,0,0,2025-02-28T11:49:41.162Z,0
2714,"Not forever, but I do wanna be in control of when I die and how 😩💯",0,0,0,0,2025-01-11T17:54:20.013Z,0
782,"I just feel so low.
I know I’m not powerless.
But why is everything so wrong?
Why do the people I love hurt?
And why are the people I’m supposed to love so cruel?
I want it all to end.
I want to hug my dog.
I want the hurting to stop.
I wish I could just be alone.",0,0,0,0,2023-12-20T02:17:04.001Z,1
1851,"It took forever to get this job. I spent my first month there living in a tent. I finally felt like I was gaining stability. 

So many good people are going through difficult things. I love my coworkers, my job.

But I know I'll be okay. Eventually. Just really sucks atm. 

2/2

spot.fund/qsrm8f8sc",1,1,1,0,2025-02-17T23:35:45.268Z,0
3281,"""I see the universe as lots of space, out there ready to wipe us out with some unknown disease or black hole!  Infinite ways to die out here, and they wanna take a five year mission to explore it.""",0,1,0,0,2024-12-23T00:09:33.588Z,0
2425,More very dark thoughts ahead so tw: ‘I can’t die bc I have to take care of my animals’ used to be a comforting way to distracted from suicidal thoughts. Now it’s ’who will take care of my animals when I’m dead’ and a whole new layer of vomit-worthy guilt bc I give myself a year tops at this rate,0,0,0,0,2025-01-25T08:04:13.303Z,1
737,S/o to suicidal people who stay alive strictly for the sake of others. I see you. you are important. you are loved. thank you for being here despite your own feelings. I hope one day you want to be here just as much as everyone else wants you to. #mentalhealthawareness ##mentalhealth,2,0,0,0,2025-01-09T23:46:47.746Z,0
1735,"Same. Every so often another one shows up here and it's very exciting. But, I spent so many years getting that list of people l like. None were random. I read every single bio before following people back. Whoosh, gone because Elon ruined it, and now he's trying to ruin everything else too.",0,0,0,0,2025-02-11T04:48:09.814Z,0
2118,I just got my hair done and I feel like I look like a doll in the best way. The stylist really saw the vision and I'm so happy with it. Also one of the products smells like grapefruit and lowkey now I want to get a grapefruit body mist or perfume because I want to keep smelling like this,0,0,0,0,2024-10-15T17:28:59.217Z,0
2647,"Today's painting.

Watercolour, 4x6 cold press cotton paper. 

Still sick with Covid. (Day Eight! I wanna die!) I have resorted to pointalism to soothe the mind and pass the time. This is unbelievably slow, and harder than you'd imagine to control the colours.",1,1,0,0,2024-11-22T15:31:42.272Z,0
865,"“Landman” currently streaming, billionaire oil man dying and his wife worrying that if they can’t protect their wealth then he will have left no legacy. That’s what we’re up against, the “life is pointless unless I’m doing better than my neighbour” mentality.",0,0,0,0,2025-01-18T08:31:09.450Z,0
3114,"the absolute, actual struggle of ""i wanna sit here and cry real fucking bad for *no reason* but i gotta help this new artist or else i'll wanna die""",0,1,0,0,2024-11-30T20:42:08.426Z,0
334,"Because that person isn’t yet aware that she is the patsy, that’s why she won’t “release the name” “from the podium.” Worthless pieces of human garbage.",0,0,0,0,2025-02-25T21:44:17.561Z,0
866,"Slowly pulling myself out of a hard depressive phase. Thanks in large parts to the support of my friends, my partner, my parents and my therapist.

I can get better <3",0,3,0,0,2023-10-12T15:03:29.440Z,0
456,I so worry about this.  My husband has always been so concerned about being a burden.  Hopefully we can keep helping him have a life of value as long as possible,0,0,0,0,2025-02-28T21:28:01.346Z,0
107,"deer lord
""can i use dental floss to tie the chicken before I roast it?""
unless you wanna die of poisoning why not",0,0,0,0,2024-07-31T11:04:42.509Z,0
1772,"I'd honestly be thrilled to hear ""Yeah that isn't likely to work"", because that means I can save it for a desperate situation where prolly gonna die anysuch and if I do survive it then my character just learned a thing.

Of course, I'm also the kinda player who, in a setting with a pantheon...",0,1,0,0,2025-02-17T22:03:40.159Z,0
2253,i don't wanna d!e but it's hard to describe loneliness of my 😞 i love my friends but everyone have their own life.,0,1,0,0,2024-01-12T10:15:49.718Z,0
2491,Coping with suic*dal thoughts and complete uncertainty in the future by making memes.,0,0,0,0,2024-08-09T15:25:04.135Z,0
181,"picture everything

the world at our fingertips with time for every trip

for all the things we wanna try before we die",0,0,0,0,2024-11-02T14:47:03.145Z,0
44,#hourlycomicday part 9,0,1,0,1,2025-02-01T22:46:53.149Z,0
2480,"If Found doesn’t get renewed I’m going to be mad as hell. 

The writing is thoughtful and loving when it comes to the topics of grief and suicidal thoughts. I can honestly say it feels like a love letter to everyone who has felt loss or despair that is hard to shake.",0,2,0,0,2024-11-22T03:54:57.433Z,0
620,"This quote from Clarence Darrow does a good job of explaining lots of folks feelings at the moment: “All men have an emotion to kill; when they strongly dislike some one they involuntarily wish he was dead. I have never killed any one, but I have read some obituary notices with great satisfaction.""",0,0,0,0,2024-12-07T15:19:55.755Z,0
1861,"Being asexual doesn't mean being alone forever, @lilaeleaf.bsky.social explains in their comic. There is so much love to give and receive and feel! She finds beauty and intimacy in their own way in this comic from the archive. 1/2
www.ohjoysextoy.com/acexistentia...",58,1,0,1,2025-02-28T22:06:40.408Z,0
1894,How am I supposed to get fit for the coming civil war with all this stress-eating to cope with my anxiety about the coming civil war?,6,3,0,0,2025-02-28T16:19:01.854Z,0
421,I finally canceled my Post subscription and I'm torn between feeling out of the loop and feeling freed from the burden of awareness,0,1,0,0,2025-02-28T23:36:18.226Z,0
1527,"I’m gonna be honest, my current level of disgust to Americans who can afford to not care about the politics and think being apolitical rn is okay is approaching the levels of disgust I feel to  apolitical Russians who’ve been pretending that nothing is happening. Being apolitical is a privilege",11,6,0,0,2025-02-21T08:58:09.443Z,0
1926,The anxiety wolf is kinda gender huh?,0,0,0,0,2025-02-28T19:47:42.488Z,0
1272,"Right! Coincidentally, I hate that I've also become a Canadian constitution scold as well in These Times.
My catchphrase is basically ""No, we don't have freedom of speech, actually; we have freedom of expression"" or putting people who say we have a right to bear arms into the bin",0,1,0,0,2024-11-14T15:24:59.348Z,0
383,"Heading to the hospital today for a follow-up re: my eyes. As I posted last yr, I've had eye issues for much of my life (detached retina, iridotomies,etc). Extra challenge: I hate having my eyes touched.

Today I get my eyes poked/prodded again because something is going on with my right eye. cont'd",1,11,0,1,2024-06-03T12:49:10.586Z,0
710,I’ve said with a straight face losing HRT access would make me suicidal and cis people were like “what do you mean why?”,2,0,0,0,2025-02-28T22:57:12.843Z,0
878,"so, crazy thing! i’ve been in one of the worst depressive episodes i’ve ever experienced (not the important part shit happens) but i purchased a dropout tv subscription and it has fully cured me. turns out laughter is the best medicine!!",0,4,0,0,2024-11-17T19:19:25.146Z,0
